"action.activitystream.comment","コメントを書く"
"error.notificationpreferences.enddateisnotvalid","終了日が有効ではありません"
"error.notificationpreferences.enddateisrequired","終了日は必須フィールドです"
"error.notificationpreferences.errorsaving","変更を保存中にエラーが発生しました"
"error.notificationpreferences.startdateisnotvalid","開始日は有効ではありません"
"error.notificationpreferences.startdateisrequired","開始日は必須フィールドです"
"error.notificationpreferences.userisrequired","ユーザー入力は必須フィールドです"
"error.outofrange","{0} の値は {2} と {3} の間でなくてはなりません"
"error.password.change","新しいパスワードは無効です。一部の一般値（例えば、空白）は許可されていません"
"error.password.change.not.allowed","あなたはこのユーザーのパスワード変更を許可されていません"
"error.password.current","現在のパスワードは無効です"
"error.password.exception","パスワード設定中にエラーが発生しました: {0}。再試行してください"
"error.password.nomatch","パスワードが一致しません"
"error.password.policy","パスワードが強力ではありません"
"error.password.required","新しいパスワードが必須です"
"error.password.verify.required","検証が必要です"
"error.publicholidays.dateduplicated","休日の日付は重複させられません"
"error.publicholidays.dateinvalid","休日の日付が有効ではありません"
"error.publicholidays.daterequired","休日の日付は必須フィールドです"
"error.publicholidays.missingimportfile","インポート休日ファイルが指定されていません"
"error.publicholidays.namerequired","休日名は必須フィールドです"
"error.search.duplicatecomponent","重複のコンポーネント ''{0}''."
"error.search.nocomponentselected","コンポーネントが選択されていません"
"error.session.timeout","セッションがタイムアウトしました。再試行して下さい。"
"error.unknown","不明なエラーが発生しました"
"error.validation.filetype","無効なファイル・タイプです"
"error.validation.number","{0} が数値でなければなりません"
"error.validation.number.positive","{0} が正数でなければなりません"
"error.validation.regexp","{0} は有効な正規表現ではありません。ポジション {1} にエラーがありました: {2}"
"error.watchlist.duplicateuser","ユーザー ''{0}'' ({1}) はすでにこのウォッチリストの通知を受け取っています。"
"error.watchlist.nocomponentselected","コンポーネントが選択されていません"
"error.watchlist.nouserselected","ユーザーが選択されていません"
"error.watchlists.duplicatename","ウォッチリスト名が一意でなければなりません"
"field.abstractbulkchangenotificationdeliverysettings.deliverysettingsjson","配信設定 JSON"
"field.abstractbulkoperation.completekey","完全キー"
"field.abstractbulkoperation.ids","ID"
"field.abstractbulkoperation.partialkey","部分キー"
"field.abstractdownloadmessages.resultsetid","結果セットID"
"field.abstractmessage.id","ID"
"field.abstractsearchcriteria.fulltext.mode","モード"
"field.abstractsearchcriteria.fulltext.text","テキスト"
"field.abstractsearchcriteria.inputcommunicationpoints","インプット・コミュニケーションポイント"
"field.abstractsearchcriteria.outputcommunicationpoints","アウトプット・コミュニケーションポイント"
"field.abstractsearchcriteria.property","プロパティ"
"field.abstractsearchcriteria.redirectedmessagearchive","転送メッセージ・アーカイブ"
"field.abstractsearchcriteria.routes","ルート"
"field.abstractsearchcriteria.searchname","検索名"
"field.abstractsearchcriteria.searchorder","検索順序"
"field.abstractsearchcriteria.searchtype","検索タイプ"
"field.abstractsearchcriteria.trackingstate","トラッキング・ステート"
"field.abstractsearchcriteria.visiblecontrols","可視コントロール"
"field.abstractsearchcriteria.visibleproperties","可視プロパティ"
"field.abstractselectedmessages.ids","ID"
"field.abstractselectedmessages.resultsetid","結果セット"
"field.abstractsingleoperation.id","ID"
"field.abstractviewmessagetable.resultsetinfo","結果セット情報"
"field.abstractviewsearch.resultcolumns","結果セット列"
"field.abstractviewsearch.savedsearches","保存済み検索"
"field.abstractviewsearch.searchcriteria","検索条件"
"field.activitystream.includecomments","コメントを含める"
"field.activitystream.issuetypecode","問題タイプ・コード"
"field.activitystream.limit","制限"
"field.activitystream.logginglevel","ログ・レベル"
"field.addcomment.comment","コメント"
"field.addcomment.id","ID"
"field.addnotificationleave.enddate","終了日"
"field.addnotificationleave.redirectiontype","転送タイプ"
"field.addnotificationleave.startdate","開始日"
"field.addnotificationleave.targetemailaddress","ターゲット・メールアドレス"
"field.addnotificationleave.targetperson","ターゲット"
"field.adduserwatch.id","ID"
"field.adduserwatch.notificationlevel","通知レベル"
"field.addwatchlistcomponent.componentid","コンポーネントID"
"field.addwatchlistcomponent.id","ID"
"field.addwatchlistcomponents.componentids","コンポーネントID"
"field.addwatchlistcomponents.id","ID"
"field.assignissue.id","ID"
"field.assignissue.userid","ユーザーID"
"field.backup.backuparea","バックアップ領域"
"field.backup.backuptype","バックアップ・タイプ"
"field.backup.cronexpression","クーロン表現"
"field.backup.dailytime","毎日"
"field.backup.dayofweek","曜日を指定"
"field.backup.hourlyminutespastthehour","分"
"field.backup.hourlyperiod","時間間隔"
"field.backup.monthlydayofmonth","日を指定"
"field.backup.monthlymode","毎月"
"field.backup.monthlytime","日を指定"
"field.backup.restore.area","リストア領域"
"field.backup.restore.directory","リストア・ディレクトリ"
"field.backup.restore.forensicrestore","フォレンジック リストアを実施"
"field.backup.scheduletype","スケジュール・タイプ"
"field.backup.targetdirectory","ターゲット・ディレクトリ"
"field.backup.weeklytime","週次"
"field.bulkchangenotificationthresholds.componentissuetypesettings","コンポーネントの問題タイプ設定"
"field.bulkgetnotificationthresholds.identifiertype","識別子タイプ"
"field.cancelbackup.id","ID"
"field.cancelsearch.resultsetid","結果セットID"
"field.changeerrormessage.changeoptions","変更オプション"
"field.changeholdmessage.changeoptions","変更オプション"
"field.changeresultsetvisiblecolumns.columns","列"
"field.changeresultsetvisiblecolumns.resultsetid","結果セットID"
"field.changesearchresultselection.ids","ID"
"field.changesearchresultselection.resultsetid","結果セットID"
"field.changesearchresultselection.selected","選択済み"
"field.changeuserwatch.id","ID"
"field.changeuserwatch.notificationlevel","通知レベル"
"field.cleanup.cronexpression","クーロン表現"
"field.cleanup.dailytime","毎日"
"field.cleanup.dataperiod","期間"
"field.cleanup.dayofweek","曜日"
"field.cleanup.hourlyminutespastthehour","分"
"field.cleanup.hourlyperiod","時間間隔"
"field.cleanup.includenotificationevents","通知イベントを含める"
"field.cleanup.logsperiod","ログ期間"
"field.cleanup.monthlydayofmonth","日を指定"
"field.cleanup.monthlymode","毎月"
"field.cleanup.monthlytime","日を指定"
"field.cleanup.notificationperiod","通知間隔"
"field.cleanup.scheduletype","スケジュール・タイプ"
"field.cleanup.weeklytime","毎週"
"field.communicationpoint.communicationpointids","コミュニケーションポイント ID"
"field.communicationpoint.logginglevel","ログ・レベル"
"field.createwatchlist.watchlistname","ウォッチリスト名"
"field.defaultthresholds.notificationrecipients","通知受信者"
"field.defaultthresholds.resendalarms","アラームを再送"
"field.defaultthresholds.resendescalations","エスカレーションを再送"
"field.defaultthresholds.resendwarnings","警告を再送"
"field.deleteallmessages.resultsetid","結果セットID"
"field.deletebackup.id","ID"
"field.deletenotificationleave.enddate","終了日"
"field.deletenotificationleave.redirectiontype","転送タイプ"
"field.deletenotificationleave.startdate","開始日"
"field.deletenotificationleave.targetemailaddress","ターゲット・メールアドレス"
"field.deletenotificationleave.targetperson","ターゲット"
"field.deletesavedsearch.id","ID"
"field.deletewatchlist.id","ID"
"field.downloadselectedmessages.ids","ID"
"field.editbackupschedule.backupid","バックアップID"
"field.emailtest.emailtestaddress","メール・テスト・アドレス"
"field.entitynotfound.id","ID"
"field.exportsystemlog.enddate","終了日"
"field.exportsystemlog.locale","ロケール"
"field.exportsystemlog.startdate","開始日"
"field.filtersearchresults.columns","列"
"field.filtersearchresults.resultsetid","結果セットID"
"field.filtersearchresults.text","テキスト"
"field.findnextprevioussearchresults.direction","ディレクション"
"field.findnextprevioussearchresults.resultsetid","結果セットID"
"field.getcommunicationpointruntimedetail.id","ID"
"field.getcomponenttree.types","タイプ"
"field.getcurrentfeed.id","ID"
"field.getcurrentfeed.limit","制限"
"field.getcurrentfeed.notificationstream","通知ストリーム"
"field.getdeliverysettings.id","ID"
"field.getdiskspace.timeperiod","期間"
"field.getfeed.activitystreamid","アクティビティ・ストリームID"
"field.gethistoricfeed.id","ID"
"field.gethistoricfeed.notificationstream","通知ストリーム"
"field.getissuetypesettings.id","ID"
"field.getlinkedcomponentlist.id","ID"
"field.getlinkedcomponentlist.linkedroutes","関連ルート"
"field.getmemory.timeperiod","期間"
"field.getmessageviewdata.compareid","比較ID"
"field.getmessageviewdata.resultsetid","結果セットID"
"field.getmessageviewdata.targetid","ターゲットID"
"field.getoverview.timeperiod","期間"
"field.getrangediskspaceactionbean.fromtimestamp","From タイムスタンプ"
